canonical_task_id,roles,harness,model,variant,job_id,trial_name,resolved,total_tokens,cost_usd,duration_seconds,archive_member,trace_path,status,compressed_bytes,uncompressed_bytes,sha256,error
astropy__astropy-12907,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,astropy__astropy-12907__mLQqAHP,True,67233,,145,run/astropy__astropy-12907__mLQqAHP/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/astropy__astropy-12907__mLQqAHP/trajectory.json.gz,existing,8460,40408,8bdb0a8e78956213b49831ea82b6e8613b9a7d9e91bf2ffe51056d7092b5c6af,
django__django-11087,cost; time,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,django__django-11087__25cdf0f,True,3122188,8.0313,373.3,run/django__django-11087__25cdf0f/agent/trajectory.json,swebench-verified-winning-traces/1970c693b4a5/django__django-11087__25cdf0f/trajectory.json.gz,downloaded,28050,165294,b3ab8f0404a9035d1565675974d72f6bc924400ceab2ff2a3223ea585c412dea,
django__django-11095,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,2e6788f03bbf,django__django-11095__vs5682d,True,90926,0.0316,362.1,run/django__django-11095__vs5682d/agent/trajectory.json,swebench-verified-winning-traces/2e6788f03bbf/django__django-11095__vs5682d/trajectory.json.gz,downloaded,9876,53429,2f6f015e9f5eb141b99060a4d526e7a11663ec706c0d947e7c96f6daa86c14cf,
django__django-11095,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11095__d0ab53f,True,150537,,92.8,run/django__django-11095__d0ab53f/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-11095__d0ab53f/trajectory.json.gz,downloaded,12605,68964,969c737c679ed573c99fcc7e8e6a5c69d668634738f66c47042de3cd1692054f,
django__django-11095,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,django__django-11095__iSDgQhi,True,70993,,1062,run/django__django-11095__iSDgQhi/agent/trajectory.json,swebench-verified-winning-traces/63518ecf1697/django__django-11095__iSDgQhi/trajectory.json.gz,downloaded,7855,39867,14c030ad085e44af9daf792a1ae2c6ffe76a6d2029798ef6906f16ffa818ca6a,
django__django-11099,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11099__c167565,True,15413,,44.1,run/django__django-11099__c167565/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-11099__c167565/trajectory.json.gz,downloaded,2289,11068,3aa9520e4cd3d0701935d2916a11e1deea032d7f497a2a82466eea305c09d3f1,
django__django-11099,cost,mini-swe-agent,openai/subconscious/tim-qwen3.6-27b,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,django__django-11099__5a4703f,True,50556,0.0147,180,run/django__django-11099__5a4703f/agent/trajectory.json,swebench-verified-winning-traces/7685d364d232/django__django-11099__5a4703f/trajectory.json.gz,downloaded,6471,36454,e08aa6972e1458c717c24232f094438486f02938c511745b12190bacab839184,
django__django-11119,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11119__19938ca,True,28613,,57.8,run/django__django-11119__19938ca/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-11119__19938ca/trajectory.json.gz,downloaded,5340,26640,18537c70dcb51b7ac5d050e456f8dc3d95ae288005bd5d8390c22d033c40eb0d,
django__django-11119,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11119__5T8Bb9L,True,377520,0.0736,162.3,run/django__django-11119__5T8Bb9L/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-11119__5T8Bb9L/trajectory.json.gz,downloaded,19437,104870,5b39f99b460e084c012ccd2fa39fad2d72626ee654e78b5a615e2b6dcaa65653,
django__django-11133,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11133__47d26e5,True,296042,,89.5,run/django__django-11133__47d26e5/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-11133__47d26e5/trajectory.json.gz,downloaded,16715,92122,2468b3c437ff2f733aa9abbbaf5dfbbd2e711bd96a8f37dcd4c2baf62d3f4e0f,
django__django-11133,token,codex,subconscious/glm-5.2,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,django__django-11133__iuqw4xp,True,268992,,145.5,run/django__django-11133__iuqw4xp/agent/trajectory.json,swebench-verified-winning-traces/b1a03feecef5/django__django-11133__iuqw4xp/trajectory.json.gz,downloaded,11057,66732,658c1a213da1ce51600368b46e8491706518aca1e752f8d66e259021c8dde526,
django__django-11133,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11133__orkyF4x,True,780271,0.1456,205,run/django__django-11133__orkyF4x/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-11133__orkyF4x/trajectory.json.gz,downloaded,23890,132848,8949f3c64579c44d379cdfc45d780f958d603b56639633b7c03a69493feaa3c0,
django__django-11138,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,django__django-11138__AzPB2GN,True,1567486,,564.3,run/django__django-11138__AzPB2GN/agent/trajectory.json,swebench-verified-winning-traces/63518ecf1697/django__django-11138__AzPB2GN/trajectory.json.gz,downloaded,46868,217512,0e7097d2c73d085e9eb8e91e31bbf058799ebfba74c5789372304c7567a9979a,
django__django-11138,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,django__django-11138__SowvDcN,True,3305032,2.8378,2856.7,run/django__django-11138__SowvDcN/agent/trajectory.json,swebench-verified-winning-traces/63ca9a349e63/django__django-11138__SowvDcN/trajectory.json.gz,downloaded,91437,986888,2deab012e452a555d48a546ab6da3467a3a6ba6ebca353897e9a073cd684b02c,
django__django-11141,token; time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-11141__uLURxTQ,True,3257564,,502.8,run/django__django-11141__uLURxTQ/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/django__django-11141__uLURxTQ/trajectory.json.gz,downloaded,83304,405842,49bfc311e7afdee7a6b422bed0c697153021574414fdae6369a1fdd252e5bf40,
django__django-11149,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11149__a9e95bb,True,268360,,120.7,run/django__django-11149__a9e95bb/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-11149__a9e95bb/trajectory.json.gz,downloaded,13134,97965,fee9d1804b43ae5224afbef469287c3ae8c9857e4349eb771b5947c4b6b55148,
django__django-11149,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11149__b7573ec,True,205100,,127,run/django__django-11149__b7573ec/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-11149__b7573ec/trajectory.json.gz,downloaded,11101,78606,37fc0bceb057b3461dcbefebeddbd7079864b95f951a65dbc22b1fffa193b541,
django__django-11149,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11149__EBQ8bHL,True,2877754,0.4993,385.3,run/django__django-11149__EBQ8bHL/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-11149__EBQ8bHL/trajectory.json.gz,downloaded,42051,263275,b5b5e7c585c230a6c75585f6d3d4960a55b4e93dcae62bf57939e79e0b605281,
django__django-11163,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11163__2ccc843,True,19513,,40.7,run/django__django-11163__2ccc843/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-11163__2ccc843/trajectory.json.gz,downloaded,3251,15407,bb684f1fa04edcff3f5515a70448c3009bc655366ba1d4e78204602313d88ef5,
django__django-11163,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,f635b0579980,django__django-11163__yQPFNfD,True,149999,0.0328,209,run/django__django-11163__yQPFNfD/agent/trajectory.json,swebench-verified-winning-traces/f635b0579980/django__django-11163__yQPFNfD/trajectory.json.gz,downloaded,11770,71424,d30b56823c385ac7e253da0486367d1ad90400a2719faa0a89c7291118db4211,
django__django-11179,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11179__39c552d,True,11442,,31.4,run/django__django-11179__39c552d/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-11179__39c552d/trajectory.json.gz,downloaded,2460,9845,215e94ad1078af3dde356bb8e16148ccb4d5a4f346eac0c0bbe9f8b404a83cfc,
django__django-11179,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,cfe4b60a18bf,django__django-11179__29pTLfE,True,57916,0.0159,314.1,run/django__django-11179__29pTLfE/agent/trajectory.json,swebench-verified-winning-traces/cfe4b60a18bf/django__django-11179__29pTLfE/trajectory.json.gz,downloaded,8422,46956,45505fbbefd9f8963e4262dfcb00d03cb82dde7332ba6678457ff20547710447,
django__django-11206,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-11206__7aKeNrA,True,216657,,230.5,run/django__django-11206__7aKeNrA/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-11206__7aKeNrA/trajectory.json.gz,existing,10499,58347,292c756878918f2755ff520024c4964bfbf86d1355c5ad0d7b1185d2c922c5df,
django__django-11206,time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-11206__F3CHBSf,True,414929,,158.6,run/django__django-11206__F3CHBSf/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/django__django-11206__F3CHBSf/trajectory.json.gz,downloaded,18816,85322,fccb5c976dd7c679cac0b0ab059a5f50cf40c7004bca5a7d8c43aa1e436fb45b,
django__django-11206,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11206__Wvikbu9,True,1330994,0.2765,309.9,run/django__django-11206__Wvikbu9/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-11206__Wvikbu9/trajectory.json.gz,downloaded,20665,145011,7fb5f25ee706a8f8aa29c99ba4abbdf992a71802b4d78ec91868847c3f361b69,
django__django-11211,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-11211__5Yugihp,True,490693,,214.6,run/django__django-11211__5Yugihp/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-11211__5Yugihp/trajectory.json.gz,existing,27900,133837,9b4b838c5bd809a0d4d2f072c676e2cfbc19967195bbf817d24a1f367e26753d,
django__django-11211,cost,mini-swe-agent,openai/subconscious/tim-qwen3.6-27b,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,django__django-11211__ac16bc4,True,711660,0.1486,894.3,run/django__django-11211__ac16bc4/agent/trajectory.json,swebench-verified-winning-traces/7685d364d232/django__django-11211__ac16bc4/trajectory.json.gz,downloaded,20515,125492,afb0fd7fcf6dc737042cb6aba77345bbfc9694258108da638be8182421fc1017,
django__django-11211,token,codex,subconscious/glm-5.2,codex | subconscious/glm-5.2 | e2b | python,a68304ea3a4a,django__django-11211__0647e74,True,5180,,636.1,run/django__django-11211__0647e74/agent/trajectory.json,swebench-verified-winning-traces/a68304ea3a4a/django__django-11211__0647e74/trajectory.json.gz,downloaded,3203,7514,f590ccaf79c7fecaf57d40a852b9d91202ef4dd2741e16623269b8c842d21673,
django__django-11239,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11239__e409bc5,True,132518,,122.2,run/django__django-11239__e409bc5/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-11239__e409bc5/trajectory.json.gz,downloaded,8613,54546,ea15fe3ede15069e7e68f608a2db0d123f3cbf7616bd65ceff46d145df407faa,
django__django-11239,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,django__django-11239__jpFSkMW,True,688487,0.5557,746.9,run/django__django-11239__jpFSkMW/agent/trajectory.json,swebench-verified-winning-traces/63ca9a349e63/django__django-11239__jpFSkMW/trajectory.json.gz,downloaded,20901,271203,0f1a29f3309945d68f899ba7a302a6542a629a3e135f9af025dca483576fa64e,
django__django-11239,token,pi,subconscious/glm-5.2,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,django__django-11239__CpU2xF8,True,52118,,230.6,run/django__django-11239__CpU2xF8/agent/trajectory.json,swebench-verified-winning-traces/ac02f4ca2ef4/django__django-11239__CpU2xF8/trajectory.json.gz,archive_error,,,,HTTPError: HTTP Error 524: <none>
django__django-11265,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,0de035651907,django__django-11265__FGJb586,True,1029912,0.2121,593.3,run/django__django-11265__FGJb586/agent/trajectory.json,swebench-verified-winning-traces/0de035651907/django__django-11265__FGJb586/trajectory.json.gz,downloaded,37509,238969,2aa8b6f7197051a4b57652f3384f2152211e49ff1cf4dd98333d3eda95b6bc1c,
django__django-11265,time,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,35a24ae997bf,django__django-11265__XCPsTL8,True,3993610,15.6444,470.6,run/django__django-11265__XCPsTL8/agent/trajectory.json,swebench-verified-winning-traces/35a24ae997bf/django__django-11265__XCPsTL8/trajectory.json.gz,downloaded,66389,639522,ee998f1a83f520c8fbff8b7e6c8a0b6717ef9199a5a937f1ea38267072a79755,
django__django-11265,token,subconscious-code,openai/subconscious/tim-qwen3.6-27b,subconscious-code | openai/subconscious/tim-qwen3.6-27b | e2b | python,af13177a2de2,django__django-11265__d05c025,True,1005683,,986.4,run/django__django-11265__d05c025/agent/trajectory.json,swebench-verified-winning-traces/af13177a2de2/django__django-11265__d05c025/trajectory.json.gz,downloaded,38406,176842,636cd3d6a82ce835cf92ac2cd0df604fd4a87590d4d54d5e6ccb926479976669,
django__django-11276,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11276__594513f,True,104827,,79.2,run/django__django-11276__594513f/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-11276__594513f/trajectory.json.gz,downloaded,8645,47274,771e1d911f05878ab435d16eeba4481b28338ab544faf29102cf8042072b7ec2,
django__django-11276,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11276__fyanrtM,True,1419180,0.2525,753.8,run/django__django-11276__fyanrtM/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-11276__fyanrtM/trajectory.json.gz,downloaded,26433,175361,ec9a32dbea6dd74bb3f03ab27931fa0f2d917e117e09c4e6202267d4e5773d3e,
django__django-11292,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11292__01c09ce,True,481773,,145.2,run/django__django-11292__01c09ce/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-11292__01c09ce/trajectory.json.gz,downloaded,25736,123103,30ecddf5de33631415b6dfbdd1c7d38d2a55e21bd80959a19511d4416479c760,
django__django-11292,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11292__JH3zR8h,True,1897819,0.3245,472.8,run/django__django-11292__JH3zR8h/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-11292__JH3zR8h/trajectory.json.gz,downloaded,36013,204828,51fea9b9e996413642084c6303b3dab099ff0ae60e1476f54809f8da2a536ef4,
django__django-11299,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11299__7d6e08c,True,558605,,132.4,run/django__django-11299__7d6e08c/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-11299__7d6e08c/trajectory.json.gz,downloaded,48503,222691,7c1c911af93068cab3e338f37769cc4f8eab4548ee7fec21d1c2b0d9525d9dc3,
django__django-11299,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11299__7zAE8zc,True,1759188,0.3176,304.9,run/django__django-11299__7zAE8zc/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-11299__7zAE8zc/trajectory.json.gz,downloaded,29036,213703,972ef9e6a1e219f926d841ab74ae36291c80c6496ac24aeb0856a7a4387a6d8f,
django__django-11333,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11333__48483c7,True,93337,,97.2,run/django__django-11333__48483c7/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-11333__48483c7/trajectory.json.gz,downloaded,7370,42944,91856388cc95413c5f0ab0d52193d1b2a191046614b7c819f2afd3a0b868b6db,
django__django-11333,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,7ae951c437ea,django__django-11333__rrNuQBn,True,186824,0.0429,177.8,run/django__django-11333__rrNuQBn/agent/trajectory.json,swebench-verified-winning-traces/7ae951c437ea/django__django-11333__rrNuQBn/trajectory.json.gz,downloaded,14162,85733,5ee080f0bc4b55ac9f496eb9984c9f19e536138ed7de9b395cb8412d6d38c0fa,
django__django-11400,token; time,opencode,openai/subconscious/tim-qwen3.6-27b,opencode | openai/subconscious/tim-qwen3.6-27b | e2b | python,9e34426d85cd,django__django-11400__64c5a6b,True,24693,,1391.6,run/django__django-11400__64c5a6b/agent/trajectory.json,swebench-verified-winning-traces/9e34426d85cd/django__django-11400__64c5a6b/trajectory.json.gz,downloaded,8692,38952,03cba8fcf671f6dae18ce18a6f42c75f45f2f468165c5d7c453540d45aa0c3be,
django__django-11400,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11400__64yYPkH,True,4818939,0.8722,1478.1,run/django__django-11400__64yYPkH/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-11400__64yYPkH/trajectory.json.gz,downloaded,42424,265737,4fde4354ce5af930e5ef2d1ec2de56943f5b7f38a7b1fd62295488848b888ae7,
django__django-11433,token; time,codex,subconscious/glm-5.2,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,django__django-11433__vTNYmkh,True,638540,,272.1,run/django__django-11433__vTNYmkh/agent/trajectory.json,swebench-verified-winning-traces/b1a03feecef5/django__django-11433__vTNYmkh/trajectory.json.gz,downloaded,17871,101023,9187e0d2501f2e2a0b5504d72e71fa9424db9baef6524c4c3642f83936de5182,
django__django-11433,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11433__u5R63Q7,True,1990788,0.3818,948.9,run/django__django-11433__u5R63Q7/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-11433__u5R63Q7/trajectory.json.gz,downloaded,34463,213520,8cb4160badcba116558c6cd27cbee63bdd0577c3ffd4e2c13dad5e1e7bbe358d,
django__django-11451,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11451__9970cdf,True,161427,,46.3,run/django__django-11451__9970cdf/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-11451__9970cdf/trajectory.json.gz,downloaded,11614,65253,49007ad14fa6db2da501e5dc18695b863aa1e8282cf07368224f823aff430c75,
django__django-11451,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11451__b954fca,True,91502,,75.8,run/django__django-11451__b954fca/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-11451__b954fca/trajectory.json.gz,downloaded,7737,46793,ea95780e2aaac0e6051a4f915250f11d0645997b0645af026f18002c03a33917,
django__django-11451,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,db8d33490582,django__django-11451__Bb7revt,True,349154,0.0728,357.1,run/django__django-11451__Bb7revt/agent/trajectory.json,swebench-verified-winning-traces/db8d33490582/django__django-11451__Bb7revt/trajectory.json.gz,downloaded,19205,123729,cf3a198eccb59aad2a6f2262a9dfe36b7002c11501edb54f2bb4c5570bea35d2,
