canonical_task_id,harnesses_tried,deduplicated_attempts,graded_attempts,successful_attempts,accuracy_winner_harnesses,accuracy_winner_samples,lowest_success_tokens,token_winner_harness,token_winner_variant,token_winner_job,token_winner_trial,lowest_success_cost_usd,cost_winner_harness,cost_winner_variant,cost_winner_job,cost_winner_trial,fastest_success_seconds,time_winner_harness,time_winner_variant,time_winner_job,time_winner_trial,token_winner_trace_path,token_winner_trace_status,cost_winner_trace_path,cost_winner_trace_status,time_winner_trace_path,time_winner_trace_status
django__django-11133,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,12,10,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,268992,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,django__django-11133__iuqw4xp,0.1456,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11133__orkyF4x,89.5,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11133__47d26e5,swebench-verified-winning-traces/b1a03feecef5/django__django-11133__iuqw4xp/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-11133__orkyF4x/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-11133__47d26e5/trajectory.json.gz,downloaded
django__django-11138,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,5,claude-code; opencode; pi; subconscious-code,claude-code 2/2; opencode 1/1; pi 1/1; subconscious-code 1/2,1567486,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,django__django-11138__AzPB2GN,2.8378,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,django__django-11138__SowvDcN,564.3,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,django__django-11138__AzPB2GN,swebench-verified-winning-traces/63518ecf1697/django__django-11138__AzPB2GN/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63ca9a349e63/django__django-11138__SowvDcN/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63518ecf1697/django__django-11138__AzPB2GN/trajectory.json.gz,downloaded
django__django-11141,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,1,opencode,opencode 1/1,3257564,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-11141__uLURxTQ,,,,,,502.8,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-11141__uLURxTQ,swebench-verified-winning-traces/c57b386851fd/django__django-11141__uLURxTQ/trajectory.json.gz,downloaded,,not_selected,swebench-verified-winning-traces/c57b386851fd/django__django-11141__uLURxTQ/trajectory.json.gz,downloaded
django__django-11149,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,9,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,205100,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11149__b7573ec,0.4993,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11149__EBQ8bHL,120.7,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11149__a9e95bb,swebench-verified-winning-traces/472ee1f9d42c/django__django-11149__b7573ec/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-11149__EBQ8bHL/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/django__django-11149__a9e95bb/trajectory.json.gz,downloaded
django__django-11163,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,33,25,23,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 3/4; codex 3/3; mini-swe-agent 11/12; opencode 1/1; pi 1/1; subconscious-code 4/4,19513,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11163__2ccc843,0.0328,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,f635b0579980,django__django-11163__yQPFNfD,40.7,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11163__2ccc843,swebench-verified-winning-traces/187f0c30fc5f/django__django-11163__2ccc843/trajectory.json.gz,downloaded,swebench-verified-winning-traces/f635b0579980/django__django-11163__yQPFNfD/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/django__django-11163__2ccc843/trajectory.json.gz,downloaded
django__django-11179,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,135,99,97,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 3/4; codex 1/1; mini-swe-agent 87/88; opencode 2/2; pi 1/1; subconscious-code 3/3,11442,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11179__39c552d,0.0159,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,cfe4b60a18bf,django__django-11179__29pTLfE,31.4,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11179__39c552d,swebench-verified-winning-traces/472ee1f9d42c/django__django-11179__39c552d/trajectory.json.gz,downloaded,swebench-verified-winning-traces/cfe4b60a18bf/django__django-11179__29pTLfE/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-11179__39c552d/trajectory.json.gz,downloaded
django__django-11206,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,6,claude-code; mini-swe-agent; opencode; subconscious-code,claude-code 1/2; mini-swe-agent 1/2; opencode 1/1; subconscious-code 3/3,216657,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-11206__7aKeNrA,0.2765,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11206__Wvikbu9,158.6,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-11206__F3CHBSf,swebench-verified-winning-traces/0017241088a1/django__django-11206__7aKeNrA/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/django__django-11206__Wvikbu9/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c57b386851fd/django__django-11206__F3CHBSf/trajectory.json.gz,downloaded
django__django-11211,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,38,22,19,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/3; mini-swe-agent 9/10; opencode 1/1; pi 1/1; subconscious-code 4/4,5180,codex,codex | subconscious/glm-5.2 | e2b | python,a68304ea3a4a,django__django-11211__0647e74,0.1486,mini-swe-agent,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,django__django-11211__ac16bc4,214.6,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-11211__5Yugihp,swebench-verified-winning-traces/a68304ea3a4a/django__django-11211__0647e74/trajectory.json.gz,downloaded,swebench-verified-winning-traces/7685d364d232/django__django-11211__ac16bc4/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/django__django-11211__5Yugihp/trajectory.json.gz,existing
django__django-11239,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,6,claude-code; codex; opencode; pi; subconscious-code,claude-code 1/2; codex 1/1; opencode 1/1; pi 1/1; subconscious-code 2/2,52118,pi,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,django__django-11239__CpU2xF8,0.5557,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,django__django-11239__jpFSkMW,122.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11239__e409bc5,swebench-verified-winning-traces/ac02f4ca2ef4/django__django-11239__CpU2xF8/trajectory.json.gz,archive_error,swebench-verified-winning-traces/63ca9a349e63/django__django-11239__jpFSkMW/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-11239__e409bc5/trajectory.json.gz,downloaded
django__django-11265,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,334,280,12,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 3/5; codex 4/6; mini-swe-agent 1/259; opencode 2/2; subconscious-code 2/6,1005683,subconscious-code,subconscious-code | openai/subconscious/tim-qwen3.6-27b | e2b | python,af13177a2de2,django__django-11265__d05c025,0.2121,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,0de035651907,django__django-11265__FGJb586,470.6,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,35a24ae997bf,django__django-11265__XCPsTL8,swebench-verified-winning-traces/af13177a2de2/django__django-11265__d05c025/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0de035651907/django__django-11265__FGJb586/trajectory.json.gz,downloaded,swebench-verified-winning-traces/35a24ae997bf/django__django-11265__XCPsTL8/trajectory.json.gz,downloaded
django__django-11276,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,9,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,104827,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11276__594513f,0.2525,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11276__fyanrtM,79.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11276__594513f,swebench-verified-winning-traces/187f0c30fc5f/django__django-11276__594513f/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-11276__fyanrtM/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/django__django-11276__594513f/trajectory.json.gz,downloaded
django__django-11292,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,8,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 2/2,481773,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11292__01c09ce,0.3245,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11292__JH3zR8h,145.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11292__01c09ce,swebench-verified-winning-traces/472ee1f9d42c/django__django-11292__01c09ce/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-11292__JH3zR8h/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-11292__01c09ce/trajectory.json.gz,downloaded
django__django-11299,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,12,10,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,558605,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11299__7d6e08c,0.3176,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11299__7zAE8zc,132.4,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11299__7d6e08c,swebench-verified-winning-traces/472ee1f9d42c/django__django-11299__7d6e08c/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-11299__7zAE8zc/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-11299__7d6e08c/trajectory.json.gz,downloaded
django__django-11333,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,152,127,116,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 105/115; opencode 1/1; pi 1/1; subconscious-code 5/5,93337,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11333__48483c7,0.0429,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,7ae951c437ea,django__django-11333__rrNuQBn,97.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11333__48483c7,swebench-verified-winning-traces/187f0c30fc5f/django__django-11333__48483c7/trajectory.json.gz,downloaded,swebench-verified-winning-traces/7ae951c437ea/django__django-11333__rrNuQBn/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/django__django-11333__48483c7/trajectory.json.gz,downloaded
django__django-11400,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,127,55,3,codex; mini-swe-agent; opencode,codex 1/2; mini-swe-agent 1/43; opencode 1/2,24693,opencode,opencode | openai/subconscious/tim-qwen3.6-27b | e2b | python,9e34426d85cd,django__django-11400__64c5a6b,0.8722,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11400__64yYPkH,1391.6,opencode,opencode | openai/subconscious/tim-qwen3.6-27b | e2b | python,9e34426d85cd,django__django-11400__64c5a6b,swebench-verified-winning-traces/9e34426d85cd/django__django-11400__64c5a6b/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-11400__64yYPkH/trajectory.json.gz,downloaded,swebench-verified-winning-traces/9e34426d85cd/django__django-11400__64c5a6b/trajectory.json.gz,downloaded
django__django-11433,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,11,10,4,claude-code; codex; mini-swe-agent; opencode,claude-code 1/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1,638540,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,django__django-11433__vTNYmkh,0.3818,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11433__u5R63Q7,272.1,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,django__django-11433__vTNYmkh,swebench-verified-winning-traces/b1a03feecef5/django__django-11433__vTNYmkh/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-11433__u5R63Q7/trajectory.json.gz,downloaded,swebench-verified-winning-traces/b1a03feecef5/django__django-11433__vTNYmkh/trajectory.json.gz,downloaded
django__django-11451,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,21,13,10,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 1/1; mini-swe-agent 2/3; opencode 1/1; pi 1/1; subconscious-code 3/4,91502,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11451__b954fca,0.0728,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,db8d33490582,django__django-11451__Bb7revt,46.3,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-11451__9970cdf,swebench-verified-winning-traces/472ee1f9d42c/django__django-11451__b954fca/trajectory.json.gz,downloaded,swebench-verified-winning-traces/db8d33490582/django__django-11451__Bb7revt/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/django__django-11451__9970cdf/trajectory.json.gz,downloaded
django__django-11477,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,2,claude-code; opencode,claude-code 1/2; opencode 1/1,2274483,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-11477__FmevY9F,8.0063,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-11477__FmevY9F,357.9,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-11477__FmevY9F,swebench-verified-winning-traces/1d4355e54894/django__django-11477__FmevY9F/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/django__django-11477__FmevY9F/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/django__django-11477__FmevY9F/trajectory.json.gz,downloaded
django__django-11490,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,14,13,9,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 1/2; opencode 1/1; subconscious-code 3/4,73425,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11490__675d5f1,0.2321,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11490__PJjPdsn,82.9,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11490__675d5f1,swebench-verified-winning-traces/472ee1f9d42c/django__django-11490__675d5f1/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-11490__PJjPdsn/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-11490__675d5f1/trajectory.json.gz,downloaded
django__django-11532,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,21,14,4,codex; mini-swe-agent; opencode; subconscious-code,codex 1/2; mini-swe-agent 1/2; opencode 1/1; subconscious-code 1/5,138932,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-11532__NPnfhYT,0.4482,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-11532__xjo9mDm,110.0,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-11532__NPnfhYT,swebench-verified-winning-traces/0017241088a1/django__django-11532__NPnfhYT/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/django__django-11532__xjo9mDm/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/django__django-11532__NPnfhYT/trajectory.json.gz,existing
django__django-11551,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,26,19,17,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 7/8; opencode 1/1; pi 1/1; subconscious-code 4/4,248948,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-11551__8wwAyHN,0.0769,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,db8d33490582,django__django-11551__zSKFR2p,135.0,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-11551__0ea7b43,swebench-verified-winning-traces/0017241088a1/django__django-11551__8wwAyHN/trajectory.json.gz,existing,swebench-verified-winning-traces/db8d33490582/django__django-11551__zSKFR2p/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-11551__0ea7b43/trajectory.json.gz,downloaded
